CEC Plant ID,Capacity (MW),Net Generation (MWh),Total Fuel Use (MMBtu),State,Year
S0281,3,6526,0,CA,2021
S0282,3,6309,0,CA,2021
S0283,0,775,0,CA,2021
S0284,5,11040,0,CA,2021
S0285,5,10996,0,CA,2021
S0286,5,10692,0,CA,2021
S0287,20,44489,0,CA,2021
S0288,20,59404,0,CA,2021
S0289,19,51676,0,CA,2021
S0291,174,502709,0,CA,2021
S0292,129,353291,0,AZ,2021
S0293,3,5256,0,CA,2021
S0294,10,22748,0,CA,2021
S0295,255,607133,0,NV,2021
S0296,6,13763,0,CA,2021
S0297,11,24377,0,CA,2021
S0298,10,25610,0,CA,2021
S0299,2,4926,0,CA,2021
S0300,3,14571,0,CA,2021
S0301,1,2613,0,CA,2021
S0302,1,2882,0,CA,2021
S0303,2,3832,0,CA,2021
S0304,2,3262,0,CA,2021
S0305,8,16473,0,CA,2021
S0306,12,28885,0,CA,2021
S0307,8,18428,0,CA,2021
S0308,20,46569,0,CA,2021
S0309,2,746,0,CA,2021
S0310,3,2373,0,CA,2021
S0311,3,3612,0,CA,2021
S0312,19,44739,0,CA,2021
S0313,45,115360,0,CA,2021
S0314,15,40544,0,CA,2021
S0315,20,48441,0,CA,2021
S0316,20,45023,0,CA,2021
S0317,20,49216,0,CA,2021
S0318,20,56754,0,CA,2021
S0319,20,47158,0,CA,2021
S0320,20,50017,0,CA,2021
S0321,60,156763,0,CA,2021
S0322,5,4936,0,CA,2021
S0323,20,35184,0,CA,2021
S0324,50,129462,0,CA,2021
S0325,50,132450,0,CA,2021
S0326,50,122304,0,CA,2021
S0327,20,46475,0,CA,2021
S0328,10,22776,0,CA,2021
S0329,20,48533,0,CA,2021
S0330,20,50996,0,CA,2021
S0331,12,33232,0,CA,2021
S0332,11,26714,0,CA,2021
S0333,20,46386,0,CA,2021
S0334,18,47200,0,CA,2021
S0335,20,49947,0,CA,2021
S0336,20,37024,0,CA,2021
S0337,20,49991,0,CA,2021
S0338,20,51854,0,CA,2021
S0339,12,33742,0,CA,2021
S0340,20,56282,0,CA,2021
S0341,62,131300,0,CA,2021
S0342,20,45908,0,CA,2021
S0343,19,35270,0,CA,2021
S0346,250,573364,0,CA,2021
S0347,20,41745,0,CA,2021
S0348,4,6478,0,CA,2021
S0349,1,2979,0,CA,2021
S0350,2,5227,0,CA,2021
S0351,2,4003,0,CA,2021
S0352,1,2521,0,CA,2021
S0353,2,4045,0,CA,2021
S0354,2,4084,0,CA,2021
S0355,2,3948,0,CA,2021
S0356,2,4568,0,CA,2021
S0357,4,7008,0,CA,2021
S0358,1,1964,0,CA,2021
S0359,4,7008,0,CA,2021
S0360,1,2190,0,CA,2021
S0361,1,1750,0,CA,2021
S0362,1,11,0,CA,2021
S0363,1,1341,0,CA,2021
S0364,1,1333,0,CA,2021
S0365,1,1496,0,CA,2021
S0366,1,1284,0,CA,2021
S0367,1,1589,0,CA,2021
S0368,1,1761,0,CA,2021
S0369,1,0,0,CA,2021
S0370,1,1455,0,CA,2021
S0372,1,1752,0,CA,2021
S0373,1,215,0,CA,2021
S0374,1,2363,0,CA,2021
S0375,1,2215,0,CA,2021
S0376,1,3311,0,CA,2021
S0377,1,1648,0,CA,2021
S0378,1,1380,0,CA,2021
S0379,1,1628,0,CA,2021
S0387,2,3252,0,CA,2021
S0399,1,1996,0,CA,2021
S0400,2,2681,0,CA,2021
S0401,2,2803,0,CA,2021
S0402,3,4906,0,CA,2021
S0403,4,6450,0,CA,2021
S0404,15,34858,0,CA,2021
S0405,1,1575,0,CA,2021
S0406,2,3400,0,CA,2021
S0407,2,3420,0,CA,2021
S0408,20,53732,0,CA,2021
S0409,30,81869,0,CA,2021
S0410,20,55889,0,CA,2021
S0411,7,17264,0,CA,2021
S0412,20,36869,0,CA,2021
S0413,2,3875,0,CA,2021
S0414,1,2050,0,CA,2021
S0415,10,25829,0,CA,2021
S0416,1,1682,0,CA,2021
S0417,5,9981,0,CA,2021
S0418,5,10014,0,CA,2021
S0419,2,3766,0,CA,2021
S0420,2,3730,0,CA,2021
S0421,20,27106,0,CA,2021
S0422,20,39066,0,CA,2021
S0423,5,5032,0,CA,2021
S0424,20,53749,0,CA,2021
S0425,2,3193,0,CA,2021
S0426,2,3247,0,CA,2021
S0427,27,41354,0,CA,2021
S0428,2,3993,0,CA,2021
S0429,2,4161,0,CA,2021
S0430,2,4213,0,CA,2021
S0431,17,34417,0,CA,2021
S0432,20,38427,0,CA,2021
S0433,2,2235,0,CA,2021
S0434,20,51342,0,CA,2021
S0435,2,3606,0,CA,2021
S0436,250,671951,0,NV,2021
S0437,2,3120,0,CA,2021
S0438,2,2568,0,CA,2021
S0439,2,3027,0,CA,2021
S0440,149,396367,0,CA,2021
S0441,2,2811,0,CA,2021
S0442,1,1581,0,CA,2021
S0443,108,275217,0,CA,2021
S0444,8,8332,0,CA,2021
S0445,15,35763,0,CA,2021
S0446,2,3182,0,CA,2021
S0447,1,1176,0,CA,2021
S0448,1,876,0,CA,2021
S0449,1,1699,0,CA,2021
S0450,3,4730,0,CA,2021
S0451,2,3329,0,CA,2021
S0452,2,3206,0,CA,2021
S0453,1,2277,0,CA,2021
S0454,1,2084,0,CA,2021
S0455,1,1720,0,CA,2021
S0457,299,639035,0,CA,2021
S0458,60,142810,0,CA,2021
S0459,20,51790,0,CA,2021
S0460,3,5256,0,CA,2021
S0461,20,51923,0,CA,2021
S0516,5,8008,0,CA,2021
S0517,3,5678,0,CA,2021
S0518,3,5271,0,CA,2021
S0519,110,301097,0,CA,2021
S0520,20,50240,0,CA,2021
S0522,50,126391,0,CA,2021
S0525,20,46413,0,CA,2021
S0526,205,486705,0,CA,2021
S0527,3,5278,0,CA,2021
S0528,1,1497,0,CA,2021
S0529,125,313087,0,CA,2021
S0530,60,171284,0,CA,2021
S0531,205,541608,0,CA,2021
S0532,102,238364,0,CA,2021
S0533,30,62020,0,CA,2021
S0534,40,75515,0,CA,2021
S0535,30,65459,0,CA,2021
S0536,100,300528,0,CA,2021
S0537,75,229793,0,CA,2021
S0538,20,40152,0,CA,2021
S0539,14,27054,0,CA,2021
S0540,94,246999,0,NV,2021
S0543,10,26446,0,CA,2021
S0544,2,5026,0,CA,2021
S0545,20,51041,0,CA,2021
S0546,15,37771,0,CA,2021
S0547,20,49398,0,CA,2021
S0548,20,51040,0,CA,2021
S0549,20,34915,0,CA,2021
S0550,20,55644,0,CA,2021
S0551,2,3126,0,CA,2021
S0552,50,131210,0,CA,2021
S0553,5,14213,0,CA,2021
S0554,60,139547,0,CA,2021
S0555,50,124029,0,CA,2021
S0556,40,109280,0,CA,2021
S0557,2,4960,0,CA,2021
S0558,85,222686,0,CA,2021
S0559,26,55486,0,CA,2021
S0560,20,35159,0,CA,2021
S0561,101,256131,0,AZ,2021
S0562,152,432472,0,AZ,2021
S0563,20,53940,0,CA,2021
S0564,20,54561,0,CA,2021
S0565,20,47895,0,CA,2021
S0566,21,58831,0,CA,2021
S0567,21,58236,0,CA,2021
S0568,20,54673,0,CA,2021
S0569,54,106728,0,CA,2021
S0570,54,125949,0,CA,2021
S0571,2,2542,0,CA,2021
S0572,2,2959,0,CA,2021
S0575,1,2332,0,CA,2021
S0576,1,1959,0,CA,2021
S0577,1,1527,0,CA,2021
S0578,2,3030,0,CA,2021
S0579,20,48301,0,CA,2021
S0580,20,48216,0,CA,2021
S0581,15,35961,0,CA,2021
S0582,20,47991,0,CA,2021
S0583,2,3211,0,CA,2021
S0584,3,7263,0,CA,2021
S0585,15,21478,0,CA,2021
S0586,20,53700,0,CA,2021
S0587,56,140920,0,CA,2021
S0588,20,31110,0,CA,2021
S0589,3,8226,0,CA,2021
S0590,20,58598,0,CA,2021
S0591,14,33924,0,CA,2021
S0592,3,7582,0,CA,2021
S0593,2,5834,0,CA,2021
S0594,20,43364,0,CA,2021
S0595,3,5138,0,CA,2021
S0597,20,46448,0,CA,2021
S0598,11,30316,0,CA,2021
S0600,31,73320,0,CA,2021
S0601,20,49767,0,CA,2021
S0602,11,22317,0,CA,2021
S0603,105,295790,0,CA,2021
S0604,155,415522,0,CA,2021
S0605,20,31094,0,CA,2021
S0606,10,19730,0,CA,2021
S0608,4,6192,0,CA,2021
S0609,4,7429,0,CA,2021
S0612,3,7278,0,CA,2021
S0613,20,54027,0,CA,2021
S0614,20,53454,0,CA,2021
S0615,20,55502,0,CA,2021
S0616,9,22327,0,CA,2021
S0617,40,78187,0,CA,2021
S0619,3,5921,0,CA,2021
S0620,1,1400,0,CA,2021
S0621,1,882,0,CA,2021
S0622,1,598,0,CA,2021
S0623,1,1620,0,CA,2021
S0624,1,1599,0,CA,2021
S0625,2,1879,0,CA,2021
S0626,1,1598,0,CA,2021
S0627,1,2500,0,CA,2021
S0628,4,6687,0,CA,2021
S0629,6,7499,0,CA,2021
S0630,8,10583,0,CA,2021
S0631,1,860,0,CA,2021
S0632,1,1310,0,CA,2021
S0633,1,760,0,CA,2021
S0634,5,6210,0,CA,2021
S0635,140,355996,0,CA,2021
S0636,130,343662,0,CA,2021
S0637,45,126375,0,CA,2021
S0638,36,99880,0,CA,2021
S0639,23,55765,0,CA,2021
S0640,2,3265,0,CA,2021
S0641,2,5777,0,CA,2021
S0642,1,2137,0,CA,2021
S0643,5,10156,0,CA,2021
S0644,1,1836,0,CA,2021
S0645,4,8145,0,CA,2021
S0648,1,1850,0,CA,2021
S0652,20,48422,0,CA,2021
S0653,200,534425,0,CA,2021
S0654,19,27204,0,CA,2021
S0655,252,644906,0,CA,2021
S0656,108,264976,0,CA,2021
S0657,151,349863,0,CA,2021
S0658,1,1584,0,CA,2021
S0659,1,1517,0,CA,2021
S0660,4,7609,0,CA,2021
S0661,1,1463,0,CA,2021
S0662,1,1226,0,CA,2021
S0663,105,254647,0,CA,2021
S0665,11,21054,0,CA,2021
S0666,3,7396,0,CA,2021
S0667,3,6646,0,CA,2021
S0668,3,7709,0,CA,2021
S0669,9,23373,0,CA,2021
S0670,6,8146,0,CA,2021
S0671,14,23454,0,CA,2021
S0672,9,14894,0,CA,2021
S0673,17,24099,0,CA,2021
S0674,5,8729,0,CA,2021
S0675,19,22313,0,CA,2021
S0676,38,53178,0,CA,2021
S0677,3,5520,0,CA,2021
S0678,2,3680,0,CA,2021
S0679,3,5520,0,CA,2021
S0687,100,258766,0,CA,2021
S0688,20,46826,0,CA,2021
S0689,150,381601,0,CA,2021
S0690,120,238737,0,CA,2021
S0691,200,504403,0,CA,2021
S0692,1,2321,0,CA,2021
S0693,3,4451,0,CA,2021
S0694,20,59016,0,CA,2021
S0695,6,10655,0,CA,2021
S0696,150,384189,0,CA,2021
S0697,3,5992,0,CA,2021
S0698,100,298587,0,CA,2021
S0699,125,328636,0,CA,2021
S0700,192,581258,0,CA,2021
S0701,160,322305,0,CA,2021
S0702,123,311458,0,CA,2021
S0703,40,93133,0,CA,2021
S0704,20,53535,0,CA,2021
S0705,50,99336,0,CA,2021
S0706,50,107450,0,CA,2021
S0707,8,17223,0,CA,2021
S0708,125,374074,0,CA,2021
S0709,1,1657,0,CA,2021
S0710,80,245676,0,CA,2021
S0711,70,188897,0,CA,2021
S0712,125,332779,0,CA,2021
S0713,100,298931,0,CA,2021
S0714,100,262682,0,CA,2021
S0715,70,193287,0,CA,2021
S0716,15,23230,0,CA,2021
S0717,5,7056,0,CA,2021
S0718,30,74791,0,CA,2021
S0719,13,30515,0,CA,2021
S0720,6,8193,0,CA,2021
S0721,250,99194,0,CA,2021
S0722,100,39644,0,CA,2021
S0723,132,6328,0,CA,2021
S0724,300,32350,0,CA,2021
S0725,100,101716,0,CA,2021
S0726,2,22,0,CA,2021
S0736,5,3903,0,CA,2021
S0740,100,102171,0,CA,2021
S0741,150,384189,0,CA,2021
S0743,92,92495,0,CA,2021
S0744,8,1571,0,CA,2021
S0745,50,120680,0,CA,2021
S0746,40,120303,0,CA,2021
S0747,56,164382,0,CA,2021
S0748,56,173676,0,CA,2021
S0749,26,76748,0,CA,2021
S0750,14,42416,0,CA,2021
S0754,100,216895,0,CA,2021
S0755,20,50355,0,CA,2021
S0756,150,282581,0,CA,2021
S0757,5,9768,0,CA,2021
S0758,2,3034,0,CA,2021
S0759,1,1713,0,CA,2021
S0762,3,6629,0,CA,2021
S0764,3,8509,0,CA,2021
S0765,3,7953,0,CA,2021
S0769,2,2067,0,CA,2021
S0770,3,8219,0,CA,2021
S0771,150,386968,0,CA,2021
S0772,40,96914,0,CA,2021
S0775,200,32239,0,CA,2021
S0794,23,42190,0,CA,2021
S9000,1,1752,0,CA,2021
S9001,1,1619,0,CA,2021
S9002,1,1620,0,CA,2021
S9003,1,1620,0,CA,2021
S9004,1,1621,0,CA,2021
S9005,1,1622,0,CA,2021
S9006,1,1622,0,CA,2021
S9007,1,1622,0,CA,2021
S9008,1,1622,0,CA,2021
S9009,1,1566,0,CA,2021
S9010,1,1187,0,CA,2021
S9011,1,1622,0,CA,2021
S9012,1,1622,0,CA,2021
S9013,1,1622,0,CA,2021
S9014,1,1622,0,CA,2021
S9015,1,1622,0,CA,2021
S9016,1,1622,0,CA,2021
S9017,1,1622,0,CA,2021
S9018,1,1622,0,CA,2021
S9019,1,1622,0,CA,2021
S9020,1,1622,0,CA,2021
S9021,1,1622,0,CA,2021
S9022,1,1622,0,CA,2021
S9023,1,1622,0,CA,2021
S9024,1,1622,0,CA,2021
S9025,1,1622,0,CA,2021
S9026,1,1059,0,CA,2021
S9027,1,1476,0,CA,2021
S9028,1,1622,0,CA,2021
S9029,1,1622,0,CA,2021
S9030,1,1622,0,CA,2021
S9031,1,1622,0,CA,2021
S9032,1,1622,0,CA,2021
S9033,1,1622,0,CA,2021
S9034,1,1622,0,CA,2021
S9035,1,1622,0,CA,2021
S9036,1,1622,0,CA,2021
S9037,1,1622,0,CA,2021
S9038,1,1622,0,CA,2021
S9039,1,1622,0,CA,2021
S9040,1,1622,0,CA,2021
S9041,1,1622,0,CA,2021
S9042,1,1622,0,CA,2021
S9043,1,1622,0,CA,2021
S9044,1,1622,0,CA,2021
S9045,1,1622,0,CA,2021
S9046,1,1622,0,CA,2021
S9047,1,1622,0,CA,2021
S9048,1,1622,0,CA,2021
S9049,1,1622,0,CA,2021
S9050,1,1622,0,CA,2021
S9051,1,1622,0,CA,2021
S9052,1,1622,0,CA,2021
S9053,1,1622,0,CA,2021
S9054,1,1622,0,CA,2021
S9055,1,1622,0,CA,2021
S9056,1,1622,0,CA,2021
S9057,1,1622,0,CA,2021
S9058,1,1622,0,CA,2021
S9059,1,1622,0,CA,2021
S9060,1,1473,0,CA,2021
S9061,1,1622,0,CA,2021
S9062,1,1622,0,CA,2021
S9063,1,1622,0,CA,2021
S9064,1,1622,0,CA,2021
S9065,1,1622,0,CA,2021
S9066,1,1622,0,CA,2021
S9067,1,1622,0,CA,2021
S9068,1,1622,0,CA,2021
S9069,1,1622,0,CA,2021
S9070,1,1622,0,CA,2021
S9071,1,1622,0,CA,2021
S9073,1,1622,0,CA,2021
S9074,1,1622,0,CA,2021
S9075,1,1622,0,CA,2021
S9076,1,1622,0,CA,2021
S9077,1,1622,0,CA,2021
S9078,1,1622,0,CA,2021
S9079,1,1622,0,CA,2021
S9080,1,1622,0,CA,2021
S9081,1,1622,0,CA,2021
S9082,1,1622,0,CA,2021
S9083,1,1622,0,CA,2021
S9084,1,1927,0,CA,2021
S9085,1,1622,0,CA,2021
S9086,1,1622,0,CA,2021
S9087,1,1622,0,CA,2021
S9088,1,1622,0,CA,2021
S9089,1,1622,0,CA,2021
S9090,1,1622,0,CA,2021
S9091,1,1622,0,CA,2021
S9092,1,1191,0,CA,2021
S9093,1,1635,0,CA,2021
S9094,1,1638,0,CA,2021
S9095,1,1646,0,CA,2021
S9096,1,483,0,CA,2021
S9097,1,1652,0,CA,2021
S9098,1,1653,0,CA,2021
S9099,1,1662,0,CA,2021
S9100,1,1670,0,CA,2021
S9101,1,1687,0,CA,2021
S9102,1,1703,0,CA,2021
S9103,1,1711,0,CA,2021
S9104,1,1712,0,CA,2021
S9106,1,1784,0,CA,2021
S9107,1,1796,0,CA,2021
S9108,1,1802,0,CA,2021
S9109,1,1841,0,CA,2021
S9110,1,1847,0,CA,2021
S9112,1,1897,0,CA,2021
S9113,1,1897,0,CA,2021
S9114,1,1907,0,CA,2021
S9115,1,1865,0,CA,2021
S9116,1,1974,0,CA,2021
S9117,1,1987,0,CA,2021
S9118,1,2003,0,CA,2021
S9119,1,2011,0,CA,2021
S9120,1,2019,0,CA,2021
S9121,1,2027,0,CA,2021
S9122,1,2027,0,CA,2021
S9123,1,2076,0,CA,2021
S9124,1,2108,0,CA,2021
S9125,1,2126,0,CA,2021
S9126,1,2192,0,CA,2021
S9127,1,2237,0,CA,2021
S9128,1,2277,0,CA,2021
S9129,1,2311,0,CA,2021
S9130,2,2432,0,CA,2021
S9131,2,2432,0,CA,2021
S9132,2,2432,0,CA,2021
S9133,2,2449,0,CA,2021
S9134,2,2595,0,CA,2021
S9135,2,2604,0,CA,2021
S9136,2,2781,0,CA,2021
S9137,2,2838,0,CA,2021
S9138,2,3195,0,CA,2021
S9139,2,3918,0,CA,2021
S9140,2,3243,0,CA,2021
S9142,2,3446,0,CA,2021
S9143,2,3568,0,CA,2021
S9144,2,3568,0,CA,2021
S9145,2,3649,0,CA,2021
S9146,2,3786,0,CA,2021
S9147,3,4006,0,CA,2021
S9148,1,1707,0,CA,2021
S9149,3,4865,0,CA,2021
S9150,3,4865,0,CA,2021
S9151,3,4865,0,CA,2021
S9152,4,6689,0,CA,2021
S9153,3,4971,0,CA,2021
S9154,9,15784,0,CA,2021
S9155,4,7008,0,CA,2021
S9156,1,2001,0,CA,2021
S9157,2,3224,0,CA,2021
S9158,2,3998,0,CA,2021
S9160,9,2721,0,CA,2021
S9161,2,3504,0,CA,2021
S9162,1,1752,0,CA,2021
S9163,2,3504,0,CA,2021
S9164,3,4697,0,CA,2021
S9165,2,3504,0,CA,2021
S9166,3,5256,0,CA,2021
S9167,1,920,0,CA,2021
S9170,2,2084,0,CA,2021
S9172,3,4180,0,CA,2021
S9174,200,368204,0,CA,2021
S9175,2,3694,0,CA,2021
S9177,2,2271,0,CA,2021
S9178,8,17158,0,CA,2021
S9181,3,7156,0,CA,2021
S9182,2,1971,0,CA,2021
S9183,1,1314,0,CA,2021
S9184,1,1642,0,CA,2021
S9185,1,1314,0,CA,2021
S9186,1,1314,0,CA,2021
S9190,1,1314,0,CA,2021
S9192,18,41289,0,CA,2021
S9193,2,2628,0,CA,2021
S9195,2,1971,0,CA,2021
S9196,2,1971,0,CA,2021
S9197,2,1971,0,CA,2021
S9198,2,1971,0,CA,2021
S9199,2,1971,0,CA,2021
S9200,2,2628,0,CA,2021
S9201,2,2628,0,CA,2021
S9202,2,2628,0,CA,2021
S9203,2,2628,0,CA,2021
S9204,2,2628,0,CA,2021
S9205,2,2628,0,CA,2021
S9206,2,2628,0,CA,2021
S9207,2,2628,0,CA,2021
S9208,10,19788,0,CA,2021
S9209,2,2628,0,CA,2021
S9210,2,2628,0,CA,2021
S9211,2,2628,0,CA,2021
S9212,2,2628,0,CA,2021
S9213,2,2628,0,CA,2021
S9214,2,2628,0,CA,2021
S9215,1,1752,0,CA,2021
S9216,2,8390,0,CA,2021
S9217,2,2628,0,CA,2021
S9218,1,1752,0,CA,2021
S9219,2,2628,0,CA,2021
S9220,2,2628,0,CA,2021
S9221,2,2628,0,CA,2021
S9222,2,2628,0,CA,2021
S9223,2,2628,0,CA,2021
S9224,2,2628,0,CA,2021
S9225,1,1752,0,CA,2021
S9226,2,2628,0,CA,2021
S9227,2,2628,0,CA,2021
S9228,2,2628,0,CA,2021
S9229,1,1752,0,CA,2021
S9230,1,1752,0,CA,2021
S9231,1,1752,0,CA,2021
S9232,2,2628,0,CA,2021
S9233,2,3382,0,CA,2021
S9234,2,3330,0,CA,2021
S9235,2,2628,0,CA,2021
S9236,1,1752,0,CA,2021
S9237,1,1752,0,CA,2021
S9238,1,1752,0,CA,2021
S9239,2,2628,0,CA,2021
S9240,2,2628,0,CA,2021
S9241,1,1752,0,CA,2021
S9242,2,2628,0,CA,2021
S9243,2,2628,0,CA,2021
S9244,2,3489,0,CA,2021
S9245,2,3341,0,CA,2021
S9246,2,2628,0,CA,2021
S9247,2,3804,0,CA,2021
S9248,2,3704,0,CA,2021
S9249,2,3810,0,CA,2021
S9250,1,1965,0,CA,2021
S9251,7,14485,0,CA,2021
S9252,2,2628,0,CA,2021
S9253,2,2628,0,CA,2021
S9254,2,2628,0,CA,2021
S9255,1,1752,0,CA,2021
S9256,1,1752,0,CA,2021
S9258,0,438,0,CA,2021
S9259,2,2628,0,CA,2021
S9260,2,2628,0,CA,2021
S9261,1,1752,0,CA,2021
S9263,10,25935,0,CA,2021
S9264,2,3504,0,CA,2021
S9265,2,3504,0,CA,2021
S9266,2,3504,0,CA,2021
S9267,2,3741,0,CA,2021
S9268,2,1971,0,CA,2021
S9269,2,1971,0,CA,2021
S9270,2,1971,0,CA,2021
S9274,2,3686,0,CA,2021
S9275,2,2628,0,CA,2021
S9276,2,2528,0,CA,2021
S9277,2,4159,0,CA,2021
S9278,2,4106,0,CA,2021
S9279,2,2628,0,CA,2021
S9280,2,3524,0,CA,2021
S9281,2,4199,0,CA,2021
S9282,2,2628,0,CA,2021
S9283,1,1752,0,CA,2021
S9284,1,1752,0,CA,2021
S9285,2,3780,0,CA,2021
S9286,7,11995,0,CA,2021
S9287,4,4599,0,CA,2021
S9288,2,1971,0,CA,2021
S9289,2,3504,0,CA,2021
S9290,2,1971,0,CA,2021
S9292,2,4430,0,CA,2021
S9293,2,1971,0,CA,2021
S9294,1,1314,0,CA,2021
S9295,1,1314,0,CA,2021
S9296,1,985,0,CA,2021
S9297,1,985,0,CA,2021
S9298,1,657,0,CA,2021
S9299,0,328,0,CA,2021
S9300,2,1971,0,CA,2021
S9301,2,1971,0,CA,2021
S9302,1,1314,0,CA,2021
S9304,2,1971,0,CA,2021
S9305,2,2943,0,CA,2021
S9306,2,1971,0,CA,2021
S9307,2,1971,0,CA,2021
S9308,2,1971,0,CA,2021
S9309,0,401,0,CA,2021
S9310,1,2477,0,CA,2021
S9311,1,657,0,CA,2021
S9312,2,1971,0,CA,2021
S9313,2,1971,0,CA,2021
S9314,1,1314,0,CA,2021
S9315,1,1314,0,CA,2021
S9316,1,985,0,CA,2021
S9317,1,657,0,CA,2021
S9318,1,657,0,CA,2021
S9319,0,328,0,CA,2021
S9320,2,1971,0,CA,2021
S9321,2,1971,0,CA,2021
S9322,2,1971,0,CA,2021
S9323,2,1971,0,CA,2021
S9324,2,1971,0,CA,2021
S9325,2,1971,0,CA,2021
S9326,2,1971,0,CA,2021
S9327,2,1971,0,CA,2021
S9401,4,4132,0,CA,2021
S9404,2,5230,0,CA,2021
S9409,12,29526,0,CA,2021
S9410,9,22491,0,CA,2021
S9412,2,2795,0,CA,2021
S9413,5,12654,0,CA,2021
S9414,1,1504,0,CA,2021
S9415,5,10642,0,CA,2021
S9416,20,48851,0,CA,2021
T0007,29,0,0,CA,2021
T0009,100,308888,0,CA,2021
T0010,102,455426,0,CA,2021
T0011,100,365559,0,CA,2021
T0012,43,278273,0,CA,2021
T0015,48,372304,0,CA,2021
T0016,48,273569,0,CA,2021
T0017,58,292900,0,CA,2021
T0022,27,87571,0,CA,2021
T0023,22,99324,0,CA,2021
T0027,120,365612,0,CA,2021
T0028,120,471639,0,CA,2021
T0029,120,386601,0,CA,2021
T0030,120,297090,0,CA,2021
T0033,82,327688,0,CA,2021
T0034,43,338975,0,CA,2021
T0035,10,57431,0,CA,2021
T0036,15,69893,0,CA,2021
T0038,15,104412,0,CA,2021
T0039,110,483630,0,CA,2021
T0040,110,302378,0,CA,2021
T0043,24,74816,0,CA,2021
T0046,78,406500,0,CA,2021
T0047,10,69061,0,CA,2021
T0048,20,77297,0,CA,2021
T0049,54,249770,0,CA,2021
T0050,97,432941,0,CA,2021
T0051,80,186792,0,CA,2021
T0053,40,219791,0,CA,2021
T0055,110,697594,0,CA,2021
T0056,110,516514,0,CA,2021
T0058,110,570766,0,CA,2021
T0059,110,374225,0,CA,2021
T0060,95,403275,0,CA,2021
T0061,118,497090,0,CA,2021
T0062,24,124310,0,CA,2021
T0073,12,55590,0,CA,2021
T0077,71,490137,0,NV,2021
T0080,55,0,0,CA,2021
T0081,50,45080,0,CA,2021
T0082,55,375735,0,CA,2021
W0258,41,113452,0,CA,2021
W0260,30,0,0,CA,2021
W0261,31,76093,0,CA,2021
W0265,47,151799,0,CA,2021
W0270,28,55819,0,CA,2021
W0271,6,8991,0,CA,2021
W0272,7,9679,0,CA,2021
W0273,5,5603,0,CA,2021
W0274,6,10081,0,CA,2021
W0277,2,0,0,CA,2021
W0278,3,5949,0,CA,2021
W0283,43,133258,0,CA,2021
W0284,9,15163,0,CA,2021
W0286,12,30919,0,CA,2021
W0289,70,41804,0,CA,2021
W0297,21,42510,0,CA,2021
W0299,14,6225,0,CA,2021
W0310,6,7257,0,CA,2021
W0313,84,94834,0,CA,2021
W0318,2,81,0,CA,2021
W0319,32,68350,0,CA,2021
W0320,20,48827,0,CA,2021
W0354,18,16028,0,CA,2021
W0355,162,364200,0,CA,2021
W0356,128,403468,0,CA,2021
W0357,102,254089,0,CA,2021
W0358,150,470955,0,CA,2021
W0359,50,150137,0,CA,2021
W0360,22,60079,0,CA,2021
W0361,62,126688,0,CA,2021
W0364,45,147940,0,CA,2021
W0367,144,329664,0,CA,2021
W0368,135,220730,0,CA,2021
W0369,101,284581,0,CA,2021
W0370,150,418742,0,CA,2021
W0371,37,109471,0,CA,2021
W0372,150,358456,0,CA,2021
W0374,22,27921,0,CA,2021
W0380,9,24578,0,CA,2021
W0384,154,459621,0,CA,2021
W0385,59,40096,0,CA,2021
W0387,150,362902,0,CA,2021
W0388,102,178876,0,CA,2021
W0389,168,278615,0,CA,2021
W0390,1,4432,0,CA,2021
W0391,20,26036,0,CA,2021
W0392,78,215062,0,CA,2021
W0393,150,244359,0,CA,2021
W0394,78,258324,0,CA,2021
W0395,2,1992,0,CA,2021
W0396,2,3008,0,CA,2021
W0397,1,501,0,CA,2021
W0398,2,2349,0,CA,2021
W0399,1,1671,0,CA,2021
W0400,1,1763,0,CA,2021
W0401,2,9631,0,CA,2021
W0402,5,24335,0,CA,2021
W0403,3,3761,0,CA,2021
W0404,3,3256,0,CA,2021
W0405,1,1480,0,CA,2021
W0406,150,275638,0,CA,2021
W0407,60,171680,0,CA,2021
W0408,102,274372,0,CA,2021
W0409,265,438929,0,CA,2021
W0413,6,12786,0,CA,2021
W0414,162,477268,0,CA,2021
W0415,168,312632,0,CA,2021
W0416,132,228242,0,CA,2021
W0417,204,417213,0,UT,2021
W0418,101,199384,0,UT,2021
W0419,120,283016,0,CA,2021
W0420,189,554197,0,CA,2021
W0421,103,317604,0,CA,2021
W0422,103,326646,0,CA,2021
W0423,18,50922,0,CA,2021
W0426,38,102194,0,CA,2021
W0430,49,163176,0,CA,2021
W0437,1,3591,0,CA,2021
W0438,99,276618,0,CA,2021
W0440,7,15032,0,CA,2021
W0441,137,396601,0,CA,2021
W0442,90,279377,0,CA,2021
W0445,7,9198,0,CA,2021
W0447,50,186262,0,CA,2021
W0449,7,11696,0,CA,2021
W0450,44,121712,0,CA,2021
W0451,22,59375,0,CA,2021
W0452,37,43133,0,CA,2021
W0455,1,4176,0,CA,2021
W0456,2,4543,0,CA,2021
W0457,1,4050,0,CA,2021
W0458,79,246855,0,CA,2021
W0459,20,56671,0,CA,2021
W0460,155,420148,0,MX,2021
W0461,86,283300,0,CA,2021
W0463,15,41907,0,CA,2021
W0465,2,4061,0,CA,2021
W0466,2,5030,0,CA,2021
W0467,131,342719,0,CA,2021
