,Nuclear,geothermal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,onshore_wind_turbine,solar_photovoltaic,actual_solar,actual_wind,charge,discharge,soc,demand,net_supply,curtail,Hour
229,0.0,1920.15,37.989545128800245,0.0,114.8604548712,0.0,0.0,114.8604548712,0.0,37.989545128800245,7300.515106467991,2073,2073.0,0.0,230
230,0.0,1897.45,586.3137474588002,0.0,43.2362525412,0.0,0.0,43.2362525412,0.0,586.3137474588002,6602.52254996942,2527,2527.0,0.0,231
231,0.0,1885.05,623.8602120348,0.0,41.9623453812,224.127442584,224.127442584,41.9623453812,0.0,623.8602120348,5859.831821356563,2775,2775.0,0.0,232
232,0.0,1880.05,116.57430970560016,0.0,55.929969762,822.4457205324,822.4457205324,55.929969762,0.0,116.57430970560016,5721.0528812308485,2875,2875.0,0.0,233
233,0.0,1875.7,-87.6499858907996,0.0,16.561694714399998,1157.3882911764,1113.5632982310003,-27.2632982309998,87.6499858907996,0.0,5794.67886937912,2962,2962.0,0.0,234
234,0.0,1871.4,-172.44351491999987,0.0,0.4506514356,1348.5928634844,1262.3711060244002,-85.77110602439994,172.44351491999987,0.0,5939.53142191192,3048,3048.0,0.0,235
235,0.0,1878.9,-458.0046967943995,0.0,19.798027736399945,1457.306669058,1228.3043206608004,-209.2043206607998,458.0046967943995,0.0,6324.255367219215,2898,2898.0,5.684341886080803e-14,236
236,0.0,1889.9999999999995,-747.5105002379997,0.0,44.1263763852,1489.3841238528,1115.6288737338002,-329.6288737337999,747.5105002379997,0.0,6952.164187419135,2676,2676.0,0.0,237
237,0.0,1893.9,-855.4014425807997,0.0,100.613367204,1458.8880753768,1031.1873540864003,-327.08735408639984,855.4014425807997,0.0,7670.701399187006,2598,2598.0,0.0,238
238,0.0,1897.65,-904.2127435919996,0.0,190.29589369559997,1339.2668498964,887.1604781004003,-261.81047810039985,904.2127435919996,0.0,8430.240103804286,2523,2523.0,5.684341886080803e-14,239
239,0.0,683.1938942315999,575.6016871956001,0.0,94.309037232,1106.8953813408,1106.8953813408,94.309037232,0.0,575.6016871956001,7745.0,2460,2460.0,0.0,240
240,100.0,354.98,1403.6913482308,0.0,27.763800346800004,565.5648514224,565.5648514224,27.763800346800004,0.0,1403.6913482308,7745.0,2452,2452.0,0.0,241
241,100.0,1790.8250344616,784.0113482308,0.0,11.1636173076,0.0,0.0,11.1636173076,0.0,784.0113482308,6811.653156868095,2686,2686.0,0.0,242
242,100.0,2087.8499999999995,531.0689768400005,0.0,0.08102316,0.0,0.0,0.08102316,0.0,531.0689768400005,6179.428184439523,2719,2719.0,0.0,243
